articleId,productCode,supplierId,prodName,productTypeName,graphicalAppearanceNo,graphicalAppearanceName,colourGroupCode,colourGroupName
608210011,608210,1909,ED coco sleeveless,Top,1010001,All over pattern,72,Blue
608213003,608213,1909,ED Sorrel dress,Blouse,1010016,Solid,9,Black
608375001,608375,8717,TOVE  dungaree,Shorts,1010016,Solid,10,White
608438002,608438,8956,Skinny Biker Trash,Trousers,1010023,Denim,73,Dark Blue
608458002,608458,1676,Band leggings,Leggings/Tights,1010010,Melange,73,Dark Blue
608769002,608769,1212,Bugg (2),Blazer,1010016,Solid,9,Black
608776002,608776,3611,Scallop 5p Socks,Socks,1010016,Solid,9,Black
608776003,608776,3611,Scallop 5p Socks,Socks,1010020,Contrast,9,Black
608776010,608776,3611,Scallop 5p Socks,Socks,1010010,Melange,6,Light Grey
608776016,608776,3611,Scallop 5p Socks,Socks,1010010,Melange,51,Light Pink
608776020,608776,3611,Scallop 5p Socks,Socks,1010020,Contrast,9,Black
608776021,608776,3611,Scallop 5p Socks,Socks,1010020,Contrast,9,Black
608776024,608776,3611,Scallop 5p Socks,Socks,1010020,Contrast,9,Black
608776025,608776,3611,Scallop 5p Socks,Socks,1010010,Melange,6,Light Grey
608941001,608941,6515,2P LS T-shirt girly,T-shirt,1010016,Solid,51,Light Pink
608945008,608945,5832,ISAAC RXD RN T-SHIRT,T-shirt,1010016,Solid,9,Black
608945019,608945,5832,ISAAC TEE,T-shirt,1010016,Solid,13,Beige
609182001,609182,6281,BB Jacob Hoodie LATE,Hoodie,1010010,Melange,9,Black
609301001,609301,1334,Rae padded Bandeau 2p,Bra,1010016,Solid,9,Black
609355014,609355,5960,Charlotte Kimono,Blouse,1010001,All over pattern,9,Black
609483027,609483,8558,Olof tee,T-shirt,1010020,Contrast,9,Black
609511001,609511,1201,Natalia Cropped Pile Jacket,Jacket,1010016,Solid,10,White
609598002,609598,1543,POLLY BLOUSE,Blouse,1010016,Solid,9,Black
609598006,609598,1543,POLLY BLOUSE,Blouse,1010016,Solid,10,White
609650002,609650,1666,Charlie,T-shirt,1010016,Solid,9,Black
609650008,609650,1666,Charlie,T-shirt,1010001,All over pattern,11,Off White
609719001,609719,4242,Lazer Razer Top,Bikini top,1010016,Solid,9,Black
609837004,609837,3209,Oliver PU shopper,Bag,1010016,Solid,9,Black
610053001,610053,4242,Stop right now Bandeau,Bikini top,1010001,All over pattern,40,Other Red
610075007,610075,8956,Shorts SS Trash 89,Shorts,1010023,Denim,9,Black
610107001,610107,4343,2p Satin headband,Hair/alice band,1010016,Solid,9,Black
610182001,610182,4242,Wannabe Highwaist,Swimwear bottom,1010001,All over pattern,40,Other Red
610184002,610184,4242,Bambino Top,Bikini top,1010016,Solid,9,Black
610274008,610274,1646,Wilma,Top,1010017,Stripe,11,Off White
610543011,610543,1666,SPEED Paprika,Sweater,1010001,All over pattern,7,Grey
610603001,610603,1686,Change the game,Dress,1010016,Solid,9,Black
610623001,610623,4211,TAYLOR Price Runner SB,Sneakers,1010016,Solid,9,Black
610665001,610665,3710,Hilly strapless dress LT,Underdress,1010016,Solid,12,Light Beige
610729002,610729,8316,EVA+,Vest top,1010016,Solid,9,Black
610730007,610730,1515,Gyda.,Blouse,1010016,Solid,52,Pink
610730016,610730,1515,Gyda.,Blouse,1010022,Jacquard,9,Black
610744006,610744,1646,Macy,Sweater,1010013,Other pattern,31,Light Orange
610744007,610744,1646,Macy,Sweater,1010016,Solid,11,Off White
610744009,610744,1646,Macy,Sweater,1010016,Solid,19,Greenish Khaki
610776001,610776,1676,Tilly (1),T-shirt,1010016,Solid,10,White
610776002,610776,1676,Tilly (1),T-shirt,1010016,Solid,9,Black
610776006,610776,1676,Tilly (1),T-shirt,1010001,All over pattern,11,Off White
610776007,610776,1676,Tilly,T-shirt,1010010,Melange,7,Grey
610776010,610776,1676,Tilly (1),T-shirt,1010001,All over pattern,11,Off White
610776018,610776,1676,Tilly (1),T-shirt,1010001,All over pattern,11,Off White
610776020,610776,1676,Tilly (1),T-shirt,1010001,All over pattern,9,Black
610776022,610776,1676,Tilly,T-shirt,1010001,All over pattern,12,Light Beige
610776023,610776,1676,Tilly (1),T-shirt,1010001,All over pattern,9,Black
610776024,610776,1676,Tilly (1),T-shirt,1010001,All over pattern,9,Black
610776026,610776,1676,Tilly,T-shirt,1010017,Stripe,11,Off White
610776028,610776,1676,Tilly (1),T-shirt,1010010,Melange,7,Grey
610776032,610776,1676,Tilly,T-shirt,1010001,All over pattern,13,Beige
610776033,610776,1676,Tilly,T-shirt,1010001,All over pattern,11,Off White
610776037,610776,1676,Tilly (1),T-shirt,1010017,Stripe,11,Off White
610776039,610776,1676,Tilly,T-shirt,1010016,Solid,12,Light Beige
610776040,610776,1676,Tilly,T-shirt,1010001,All over pattern,9,Black
610776041,610776,1676,Tilly (1),T-shirt,1010016,Solid,43,Dark Red
610776042,610776,1676,Tilly (1),T-shirt,1010001,All over pattern,10,White
610776065,610776,1676,Tilly (1),T-shirt,1010016,Solid,21,Light Yellow
610776068,610776,1676,Tilly (1),T-shirt,1010001,All over pattern,9,Black
610776071,610776,1676,Tilly (1),T-shirt,1010001,All over pattern,11,Off White
610776072,610776,1676,Tilly (1),T-shirt,1010016,Solid,81,Light Turquoise
610776073,610776,1676,Tilly (1),T-shirt,1010016,Solid,33,Dark Orange
610776074,610776,1676,Tilly (1),T-shirt,1010017,Stripe,12,Light Beige
610776082,610776,1676,Tilly (1),T-shirt,1010010,Melange,7,Grey
610776083,610776,1676,Tilly (1),T-shirt,1010016,Solid,51,Light Pink
610776085,610776,1676,Tilly (1),T-shirt,1010016,Solid,51,Light Pink
610776103,610776,1676,Tilly (1),T-shirt,1010017,Stripe,73,Dark Blue
610842001,610842,4242,Shake it in Tie Brief,Swimwear bottom,1010001,All over pattern,10,White
611020008,611020,5672,Slim Straight 5pkt (1),Trousers,1010023,Denim,72,Blue
611020013,611020,5672,Slim Straight 5pkt (1),Trousers,1010023,Denim,8,Dark Grey
611020016,611020,5672,Slim Straight 5pkt (1),Trousers,1010023,Denim,72,Blue
611020023,611020,5672,Slim Straight 5pkt (1),Trousers,1010023,Denim,8,Dark Grey
611020024,611020,5672,Slim Straight Premiumprice,Trousers,1010023,Denim,9,Black
611024001,611024,1676,Frugan.,Top,1010016,Solid,9,Black
611144031,611144,7618,Badger Fancy,Sweater,1010002,Application/3D,7,Grey
611145018,611145,7618,Detroit jumper,Sweater,1010002,Application/3D,12,Light Beige
611151001,611151,1722,Madison petite,Trousers,1010023,Denim,73,Dark Blue
611181001,611181,1636,Paula,Sweater,1010016,Solid,31,Light Orange
611221003,611221,1636,Bernie,Top,1010021,Lace,71,Light Blue
611221005,611221,1636,Bernie (1),Top,1010021,Lace,9,Black
611221009,611221,1636,Bernie,Top,1010021,Lace,19,Greenish Khaki
611221010,611221,1636,Bernie,Top,1010021,Lace,10,White
611235001,611235,1676,Twister,Dress,1010016,Solid,9,Black
611235002,611235,1676,Twister,Dress,1010010,Melange,7,Grey
611378001,611378,8310,BLIXEN tights,Leggings/Tights,1010016,Solid,9,Black
611415001,611415,1338,Charlotte Brazilian Aza.Low 2p,Underwear bottom,1010016,Solid,9,Black
611415005,611415,1338,Charlotte Brazilian Aza.Low 2p,Underwear bottom,1010016,Solid,43,Dark Red
611415007,611415,1338,Charlotte Brazilian Aza.Low 2p,Underwear bottom,1010016,Solid,10,White
611415011,611415,1338,Charlotte Brazilian Aza.Low 2p,Underwear bottom,1010016,Solid,42,Red
611415013,611415,1338,Charlotte Brazilian Aza.Low 2p,Underwear bottom,1010016,Solid,51,Light Pink
611415024,611415,1338,Charlotte Brazilian Aza.Low 2p,Underwear bottom,1010016,Solid,42,Red
611415026,611415,1338,Charlotte Brazilian Aza.Low 2p,Underwear bottom,1010016,Solid,52,Pink
611415029,611415,1338,Charlotte Brazilian Aza.Low 2p,Underwear bottom,1010016,Solid,71,Light Blue
611415034,611415,1338,Charlotte Brazilian Aza.Low 2p,Underwear bottom,1010016,Solid,10,White
611415037,611415,1338,Charlotte Brazilian Aza.Low 2p,Underwear bottom,1010016,Solid,31,Light Orange
611415038,611415,1338,Charlotte Brazilian Aza.Low 2p,Underwear bottom,1010016,Solid,32,Orange
611522006,611522,7930,HOLMES sweat trousers,Trousers,1010026,Other structure,9,Black
611584007,611584,1644,Piper top,Vest top,1010001,All over pattern,11,Off White
611635003,611635,3209,Sylvia Cross Bag,Bag,1010016,Solid,9,Black
611815001,611815,1666,Linda jumpsuit,Jumpsuit/Playsuit,1010016,Solid,9,Black
611815007,611815,1666,Linda jumpsuit,Jumpsuit/Playsuit,1010001,All over pattern,11,Off White
611906001,611906,1343,June jumpsuit,Dungarees,1010001,All over pattern,9,Black
612004001,612004,4242,Lazer Razer Adj. PTriangle,Bikini top,1010016,Solid,9,Black
612132001,612132,1743,Nina skirt,Skirt,1010016,Solid,10,White
612358004,612358,1338,Fissa Bralette Valencia,Bra,1010021,Lace,9,Black
612455003,612455,5672,Slim 5pkt Midprice 1,Trousers,1010023,Denim,73,Dark Blue
612455006,612455,5672,Slim 5pkt Midprice 1,Trousers,1010023,Denim,9,Black
612481001,612481,1723,ED Pamela (1),Shorts,1010023,Denim,8,Dark Grey
612481002,612481,1723,ED Pamela (1),Shorts,1010023,Denim,72,Blue
612481004,612481,1723,ED Pamela (1),Shorts,1010023,Denim,71,Light Blue
612481007,612481,1723,ED Pamela (1),Shorts,1010023,Denim,8,Dark Grey
612719001,612719,3945,Tami felt hat,Hat/brim,1010016,Solid,9,Black
612730001,612730,1745,Jonas Pinafore (1),Dungarees,1010016,Solid,9,Black
612800009,612800,1515,Darby blouse,Blouse,1010016,Solid,9,Black
612800010,612800,1515,Darby,Blouse,1010001,All over pattern,22,Yellow
612800016,612800,1515,Darby blouse,Blouse,1010016,Solid,51,Light Pink
612891003,612891,1666,Phantom Dress (1),Dress,1010001,All over pattern,9,Black
612891008,612891,1666,Phantom Dress (1),Dress,1010001,All over pattern,9,Black
612935009,612935,1666,Karma dress,Dress,1010017,Stripe,9,Black
612935010,612935,1666,Karma dress,Dress,1010001,All over pattern,9,Black
612988002,612988,1338,Flora push balboa,Bra,1010016,Solid,9,Black
613084001,613084,1338,Fissa strappy body,Underwear body,1010021,Lace,9,Black
613246001,613246,1722,Luna destroy (1),Trousers,1010023,Denim,72,Blue
613246004,613246,1722,Luna destroy (1),Trousers,1010023,Denim,72,Blue
613246006,613246,1722,Luna destroy (1),Trousers,1010023,Denim,73,Dark Blue
613279003,613279,1747,Perrie Denim 2 Fancy TRS,Trousers,1010007,Embroidery,71,Light Blue
613456001,613456,1636,Valentino,Top,1010016,Solid,9,Black
613459001,613459,1636,Gavino,Top,1010016,Solid,9,Black
613459003,613459,1636,Gavino,Top,1010016,Solid,51,Light Pink
613459017,613459,1636,Gavino,Top,1010001,All over pattern,10,White
613459018,613459,1636,Gavino,Top,1010016,Solid,10,White
613460001,613460,1636,Cher top,Top,1010016,Solid,10,White
613497003,613497,3709,Kim SL-set,Pyjama set,1010016,Solid,9,Black
613497008,613497,3709,Kim SL-set,Pyjama set,1010016,Solid,43,Dark Red
613666003,613666,1710,Slim cargo RW,Trousers,1010016,Solid,19,Greenish Khaki
613826002,613826,1244,Loris denim TW,Jacket,1010016,Solid,72,Blue
613942011,613942,1676,Freja roll up,Shorts,1010010,Melange,6,Light Grey
613993001,613993,4242,Wannabe Superpush Basic,Bikini top,1010016,Solid,9,Black
614426002,614426,1909,BYN Maid of Honor dress,Dress,1010001,All over pattern,9,Black
614460008,614460,5828,CORN CLASSIC TEE,T-shirt,1010017,Stripe,9,Black
614496001,614496,1338,Strawberry Push Melbourne,Bra,1010016,Solid,9,Black
614496002,614496,1338,Strawberry Push Melbourne,Bra,1010016,Solid,10,White
614622018,614622,5960,Honey Coat,Jacket,1010016,Solid,9,Black
614622019,614622,5960,Honey Coat,Jacket,1010016,Solid,14,Dark Beige
614626001,614626,2080,SC MAAYA blazer,Blazer,1010016,Solid,73,Dark Blue
614644001,614644,1649,Loretta denim slim HW,Trousers,1010016,Solid,73,Dark Blue
614655001,614655,2080,SC SERENE skirt,Skirt,1010016,Solid,9,Black
614688001,614688,1510,Mandy tencel,Shirt,1010016,Solid,72,Blue
614848001,614848,1334,Ellen Superpush (Andes) 2pk,Bra,1010010,Melange,8,Dark Grey
614854001,614854,1334,Fiona brazilian (Acacia) 4p,Underwear bottom,1010016,Solid,51,Light Pink
614854005,614854,1336,Fiona brazilian (Acacia) 4p,Underwear bottom,1010016,Solid,9,Black
614854008,614854,1334,Fiona brazilian (Acacia) 4p,Underwear bottom,1010006,Dot,8,Dark Grey
614854011,614854,1334,Fiona brazilian (Acacia) 4p,Underwear bottom,1010016,Solid,9,Black
614854013,614854,1336,Fiona brazilian (Acacia) 4p,Underwear bottom,1010001,All over pattern,9,Black
614854014,614854,1336,Fiona brazilian (Acacia) 4p,Underwear bottom,1010010,Melange,51,Light Pink
614857003,614857,1334,Bliss thong (Mynta) Low 3p,Underwear bottom,1010016,Solid,51,Light Pink
614857004,614857,1334,Bliss thong (Mynta) Low 3p,Underwear bottom,1010016,Solid,53,Dark Pink
615021016,615021,1636,Luisa tee,T-shirt,1010009,Glittering/Metallic,10,White
615021021,615021,1636,Luisa tee,T-shirt,1010008,Front print,10,White
615021022,615021,1636,Luisa tee,T-shirt,1010008,Front print,10,White
615021023,615021,1636,Luisa tee,T-shirt,1010008,Front print,9,Black
615054004,615054,1636,Kadri,T-shirt,1010016,Solid,71,Light Blue
615085004,615085,1636,Thalita top,Top,1010021,Lace,9,Black
615092002,615092,1636,Ambrosia,Top,1010016,Solid,9,Black
615141001,615141,1636,Juanos,Top,1010016,Solid,10,White
615141002,615141,1636,Juanos,Top,1010016,Solid,9,Black
615141003,615141,1636,Juanos,Top,1010016,Solid,43,Dark Red
615141007,615141,1636,Juanos,Top,1010016,Solid,92,Green
615141010,615141,1636,Juanos,Top,1010016,Solid,73,Dark Blue
615372004,615372,3209,Santorini Cross Bag,Bag,1010016,Solid,9,Black
615434002,615434,5962,Friend Top,Sweater,1010016,Solid,9,Black
615566001,615566,1747,Cali Skater Denim TRS,Trousers,1010016,Solid,72,Blue
615697002,615697,2080,SC ENJOY shirt,Shirt,1010016,Solid,73,Dark Blue
615726003,615726,3948,Michaela wallet big,Wallet,1010016,Solid,51,Light Pink
615934004,615934,4242,Everlacing love swimsuit,Swimsuit,1010016,Solid,93,Dark Green
615936002,615936,4242,Back Everlacing love Top,Bikini top,1010016,Solid,9,Black
615939001,615939,4242,Everlacing Love Top,Bikini top,1010016,Solid,9,Black
615941001,615941,4242,Everlacing Love Brief,Swimwear bottom,1010016,Solid,9,Black
615959001,615959,1772,Skinny H.W Ankle Comet Btn,Trousers,1010023,Denim,9,Black
615970003,615970,1747,Brad LW BF Denim TRS,Trousers,1010016,Solid,72,Blue
615970004,615970,1747,Brad LW BF Denim TRS,Trousers,1010016,Solid,9,Black
615970006,615970,1747,Brad LW BF Denim TRS,Trousers,1010016,Solid,71,Light Blue
615986003,615986,4242,Timeless Xtra cheeky brazilian,Swimwear bottom,1010016,Solid,9,Black
616049008,616049,4343,Cool Gaetana two-pack,Hair/alice band,1010001,All over pattern,73,Dark Blue
616049014,616049,4343,Cool Gaetana two-pack,Hair/alice band,1010001,All over pattern,10,White
616070002,616070,1201,Merlot Wool Coat.,Coat,1010016,Solid,51,Light Pink
616086008,616086,4242,Vanilla Ice Brief,Swimwear bottom,1010016,Solid,21,Light Yellow
616088002,616088,4242,Vanilla Ice Top,Bikini top,1010016,Solid,9,Black
616088013,616088,4242,Vanilla Ice Top,Bikini top,1010016,Solid,21,Light Yellow
616126001,616126,6512,TVP Jeremy jacket,Jacket,1010005,Colour blocking,8,Dark Grey
616130002,616130,6512,Jonna fur coat,Coat,1010016,Solid,51,Light Pink
616201009,616201,1641,Naturella sweater,Sweater,1010016,Solid,91,Light Green
616540001,616540,4344,Flirty Flower ringpk,Ring,1010016,Solid,5,Gold
616598013,616598,5672,Slim Straight 5pkt Midway,Trousers,1010023,Denim,72,Blue
616598025,616598,5672,Slim Straight 5pkt Midprice,Trousers,1010023,Denim,72,Blue
616632001,616632,1722,Miss fancy pants,Trousers,1010016,Solid,9,Black
616635001,616635,8888,PQ Cilla sunglasses,Sunglasses,1010010,Melange,12,Light Beige
616708006,616708,1334,Ellen Wireless (Abeline) 2pk,Bra,1010010,Melange,8,Dark Grey
616711005,616711,1949,ED Baraboom cardigan,Cardigan,1010016,Solid,73,Dark Blue
616733001,616733,1949,ED Rachel polo,Sweater,1010010,Melange,8,Dark Grey
616835005,616835,1522,Ninja,Blouse,1010001,All over pattern,71,Light Blue
616849012,616849,1522,Tokyo,Blouse,1010001,All over pattern,9,Black
616869002,616869,3944,Paloma straw shopper,Bag,1010001,All over pattern,9,Black
616920001,616920,1334,Liza Strapless Sofia 2pk,Bra,1010016,Solid,12,Light Beige
616920002,616920,1334,Liza Strapless Sofia 2pk,Bra,1010016,Solid,10,White
616977003,616977,4312,AMY mitten LATE,Gloves,1010016,Solid,52,Pink
616988001,616988,4312,ANNA 2p magic gloves,Gloves,1010016,Solid,51,Light Pink
617081002,617081,4322,LOGG beanie LATE,Hat/beanie,1010016,Solid,7,Grey
617091002,617091,4322,LOGG scarf LATE,Scarf,1010010,Melange,7,Grey
617169011,617169,1636,Frille,Top,1010016,Solid,9,Black
617249010,617249,5658,Reggie (1),Shorts,1010016,Solid,73,Dark Blue
617249026,617249,5658,Reggie (1),Shorts,1010016,Solid,8,Dark Grey
617279003,617279,8397,SULIMA jkt,Jacket,1010016,Solid,73,Dark Blue
617280001,617280,8397,ITALY trs,Outdoor trousers,1010016,Solid,9,Black
617281001,617281,8397,TWIST running jacket,Jacket,1010016,Solid,73,Dark Blue
617322003,617322,1919,HM+ Glans tunic,Blouse,1010016,Solid,9,Black
617322013,617322,1919,Glans tunic,Blouse,1010001,All over pattern,14,Dark Beige
617386004,617386,7618,Agneta dress,Dress,1010017,Stripe,73,Dark Blue
617472001,617472,7618,Badger Fancy Dress,Dress,1010015,Sequin,73,Dark Blue
617534004,617534,1660,Lova Linen v neck,T-shirt,1010016,Solid,73,Dark Blue
617534007,617534,1660,Lova Linen v neck,T-shirt,1010016,Solid,42,Red
617534014,617534,1660,Lova Linen v neck,T-shirt,1010016,Solid,9,Black
617534015,617534,1660,Lova Linen v neck,T-shirt,1010016,Solid,19,Greenish Khaki
617534016,617534,1660,Lova Linen v neck,T-shirt,1010017,Stripe,73,Dark Blue
617534018,617534,1660,Essential Lova Linen v neck,T-shirt,1010016,Solid,73,Dark Blue
617534019,617534,1660,Essential Lova Linen v neck,T-shirt,1010016,Solid,13,Beige
617645001,617645,1745,CSP Kaidence Shorts,Shorts,1010016,Solid,9,Black
617700001,617700,1244,Ciara anorak,Jacket,1010009,Glittering/Metallic,4,Bronze/Copper
617781002,617781,1652,DIV Lilly dress,Dress,1010001,All over pattern,9,Black
617857002,617857,1338,Sunflower maple thong,Underwear bottom,1010021,Lace,51,Light Pink
617919009,617919,1322,Melody,Dress,1010001,All over pattern,11,Off White
617919017,617919,1322,Melody,Dress,1010016,Solid,9,Black
618180001,618180,1745,Venice Pull- on Shorts,Shorts,1010016,Solid,9,Black
618287007,618287,1313,Malena,Dress,1010001,All over pattern,73,Dark Blue
618287008,618287,1313,Malena,Dress,1010001,All over pattern,43,Dark Red
618287009,618287,1313,Malena Dress,Dress,1010001,All over pattern,73,Dark Blue
618287010,618287,1313,Malena Dress,Dress,1010016,Solid,92,Green
618287018,618287,1313,Malena Dress,Dress,1010001,All over pattern,11,Off White
618319001,618319,5777,Mister Muscle LS,Shirt,1010016,Solid,9,Black
618319018,618319,5777,Mister Muscle LS,Shirt,1010001,All over pattern,73,Dark Blue
618329005,618329,5777,mister muscle SS,Shirt,1010001,All over pattern,10,White
618398015,618398,7618,Badger price,Sweater,1010005,Colour blocking,50,Other Pink
618399005,618399,7618,Olivia dress,Dress,1010009,Glittering/Metallic,42,Red
618538001,618538,8917,SKINNY HW SUMI CROP,Trousers,1010016,Solid,9,Black
618650001,618650,4344,Class Emser necklace,Necklace,1010016,Solid,5,Gold
618749001,618749,1912,Make a move,Blouse,1010016,Solid,82,Turquoise
618784002,618784,1636,Late leggings,Leggings/Tights,1010016,Solid,9,Black
618800001,618800,1522,Leona,Vest top,1010016,Solid,9,Black
618800006,618800,1522,Leona,Vest top,1010016,Solid,43,Dark Red
618800007,618800,1522,Leona,Vest top,1010016,Solid,12,Light Beige
618899001,618899,1643,Sunden Joggers,Trousers,1010016,Solid,9,Black
618899007,618899,3932,Sunden Joggers,Trousers,1010020,Contrast,9,Black
618942006,618942,1636,Gigi top,Top,1010016,Solid,11,Off White
619081001,619081,3710,June strapless push bra,Bra,1010016,Solid,9,Black
619199001,619199,6561,Marco scuba shoe,Sandals,1010017,Stripe,73,Dark Blue
619229008,619229,6561,Billy softie,Slippers,1010010,Melange,72,Blue
619234001,619234,3529,Inca boot,Boots,1010016,Solid,9,Black
619234004,619234,3529,Inca,Boots,1010016,Solid,43,Dark Red
619234005,619234,3529,Inca boot,Boots,1010016,Solid,9,Black
619235001,619235,3529,Elson,Boots,1010016,Solid,9,Black
619235002,619235,3529,Binibona,Boots,1010016,Solid,17,Yellowish Brown
619455003,619455,4090,OC Sundae dress,Dress,1010016,Solid,81,Light Turquoise
619464003,619464,1636,Lucky tee,T-shirt,1010002,Application/3D,7,Grey
619464009,619464,1636,Lucky tee,T-shirt,1010016,Solid,10,White
619506001,619506,8396,TEA sport socks (1),Socks,1010010,Melange,10,White
619538001,619538,6546,Nils Jaquard,Sweater,1010022,Jacquard,73,Dark Blue
619561018,619561,5828,SUGARPUFF MUSCLE TEE,T-shirt,1010010,Melange,7,Grey
619561021,619561,5828,SUGARPUFF MUSCLE TEE,T-shirt,1010017,Stripe,73,Dark Blue
619561025,619561,5828,SUGARPUFF MUSCLE TEE,T-shirt,1010005,Colour blocking,7,Grey
619580001,619580,1723,Mandy,Shorts,1010016,Solid,9,Black
619580008,619580,1723,Mandy,Shorts,1010016,Solid,73,Dark Blue
619884001,619884,1717,Vovve shorts,Shorts,1010016,Solid,9,Black
619884018,619884,1717,Trinny,Shorts,1010017,Stripe,73,Dark Blue
619884019,619884,1717,Trinny,Shorts,1010016,Solid,92,Green
619884020,619884,1717,Trinny,Shorts,1010016,Solid,73,Dark Blue
620081001,620081,1636,Tulip jumper,Sweater,1010022,Jacquard,10,White
620081006,620081,1636,Tulip jumper,Sweater,1010016,Solid,9,Black
620081007,620081,1636,Tulip jumper,Sweater,1010016,Solid,73,Dark Blue
620081010,620081,1636,Tulip jumper,Sweater,1010022,Jacquard,9,Black
620083005,620083,1636,All in sweater,Sweater,1010010,Melange,7,Grey
620168002,620168,1543,ULLA COLD SHOULDER,Blouse,1010001,All over pattern,72,Blue
620168003,620168,1543,ULLA COLD SHOULDER,Blouse,1010016,Solid,10,White
620188001,620188,1636,Marilyn,Leggings/Tights,1010016,Solid,9,Black
620208002,620208,7920,NIKE legging,Leggings/Tights,1010016,Solid,73,Dark Blue
620208008,620208,7920,NIKE legging,Leggings/Tights,1010010,Melange,9,Black
620208027,620208,7920,NIKE legging,Leggings/Tights,1010001,All over pattern,73,Dark Blue
620208053,620208,7920,NIKE legging,Leggings/Tights,1010001,All over pattern,8,Dark Grey
620216017,620216,7920,MALAGA legging (TVP),Leggings/Tights,1010016,Solid,9,Black
620216034,620216,7920,MALAGA legging,Leggings/Tights,1010011,Metallic,51,Light Pink
620223001,620223,1948,Beat denim,Trousers,1010023,Denim,12,Light Beige
620316003,620316,5882,Gary Tee,T-shirt,1010018,Treatment,73,Dark Blue
620377001,620377,1919,Cosy tunic,Blouse,1010016,Solid,9,Black
620423013,620423,7920,MISCHA tee (1),T-shirt,1010001,All over pattern,73,Dark Blue
620425001,620425,4343,Karin headband,Hairband,1010016,Solid,9,Black
620425003,620425,4343,Karin headband,Hair/alice band,1010016,Solid,12,Light Beige
620425015,620425,4343,Karin headband,Hair/alice band,1010016,Solid,19,Greenish Khaki
620533001,620533,7956,Skinny MC 79,Trousers,1010023,Denim,72,Blue
620625003,620625,1515,Peacock (1),Blouse,1010016,Solid,10,White
620928001,620928,5832,PIPER POLO,Polo shirt,1010016,Solid,9,Black
620928003,620928,5832,PIPER POLO,Polo shirt,1010010,Melange,73,Dark Blue
620945002,620945,4242,Papi Chulo Tie Tanga,Swimwear bottom,1010016,Solid,9,Black
620945003,620945,4242,Papi Chulo Tie Tanga,Swimwear bottom,1010016,Solid,93,Dark Green
620951001,620951,1722,Madison destroy,Trousers,1010023,Denim,8,Dark Grey
620951002,620951,1722,Madison destroy,Trousers,1010023,Denim,72,Blue
620963002,620963,4242,Papi Chulo Top,Bikini top,1010016,Solid,9,Black
620963003,620963,4242,Papi Chulo Top,Bikini top,1010016,Solid,93,Dark Green
620963004,620963,4242,Papi Chulo Top,Bikini top,1010016,Solid,10,White
620981002,620981,1640,CSP Durian etno sweater,Sweater,1010007,Embroidery,9,Black
621086002,621086,4920,TC Sewing Kit,Other accessories,1010016,Solid,10,White
621336002,621336,3080,PE Embla top,Vest top,1010016,Solid,61,Light Purple
621381001,621381,1747,Jade Trash HW Skinny Denim TRS,Trousers,1010016,Solid,71,Light Blue
621381009,621381,1747,Jade Trash HW Skinny Denim TRS,Trousers,1010016,Solid,71,Light Blue
621381011,621381,1747,Jade Denim Trash TRS,Trousers,1010016,Solid,9,Black
621381012,621381,1747,Jade Trash HW Skinny Denim TRS,Trousers,1010016,Solid,9,Black
621381014,621381,1747,Jade Trash HW Skinny Denim TRS,Trousers,1010016,Solid,73,Dark Blue
621381016,621381,1747,Jade Trash HW Skinny Denim TRS,Trousers,1010016,Solid,8,Dark Grey
621381019,621381,1747,Jade Denim HW Trash TRS,Trousers,1010016,Solid,19,Greenish Khaki
621381021,621381,1747,Jade Trash HW Skinny Denim TRS,Trousers,1010016,Solid,71,Light Blue
621525003,621525,5848,Bosco short,Shorts,1010001,All over pattern,9,Black
621530001,621530,1941,Tuck top,Blouse,1010016,Solid,9,Black
621735016,621735,5767,Pete ss poplin  (1),Shirt,1010016,Solid,9,Black
621757003,621757,4242,Mix tape swimsuit,Swimsuit,1010016,Solid,9,Black
621759001,621759,4242,Mix tape triangel top,Bikini top,1010016,Solid,92,Green
621759002,621759,4242,Mix tape triangel top,Bikini top,1010016,Solid,9,Black
621760001,621760,4242,Mix tape Cheeky brief,Swimwear bottom,1010016,Solid,92,Green
621760008,621760,4242,Mix tape Cheeky brief,Swimwear bottom,1010016,Solid,10,White
621780004,621780,3527,Zlatan sandal,Sandals,1010016,Solid,9,Black
621829001,621829,1310,Fresia,Dress,1010017,Stripe,73,Dark Blue
621915005,621915,3527,Jupiter Sandal,Sandals,1010016,Solid,17,Yellowish Brown
622094001,622094,1338,Fondant SP Olympus,Bra,1010021,Lace,9,Black
622094002,622094,1338,SP balconette,Bra,1010021,Lace,10,White
622162001,622162,1676,Cannes,Sweater,1010016,Solid,9,Black
622192002,622192,1926,Mask Off,Top,1010016,Solid,11,Off White
622238004,622238,1640,Molly LS (1),Sweater,1010016,Solid,9,Black
622238007,622238,1640,Molly LS (1),Sweater,1010016,Solid,51,Light Pink
622238014,622238,1640,Molly LS (1),Sweater,1010001,All over pattern,9,Black
622238018,622238,1640,Molly LS (1),Sweater,1010016,Solid,42,Red
622240001,622240,1640,Stork SS,T-shirt,1010016,Solid,73,Dark Blue
622284001,622284,4242,Dive in swimsuit,Swimsuit,1010016,Solid,21,Light Yellow
622295001,622295,1422,W Amanda,Skirt,1010023,Denim,73,Dark Blue
622314001,622314,1522,Moma,Blouse,1010001,All over pattern,9,Black
622314011,622314,1522,Moma,Blouse,1010001,All over pattern,10,White
