productCode,prodName,productTypeNo,productTypeName,productGroupName,garmentGroupNo,garmentGroupName,detailDesc
660618,Chicago Twill TRS,272,Trousers,Garment Lower body,1009,Trousers,"Trousers in stretch twill with a high, elasticated waist and slim legs with a concealed zip at the hems."
660623,CALVO TOP,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"Long-sleeved top in glittery, lightweight slub jersey with crossover straps at the back."
660628,Vicky tee dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Fitted V-neck dress in stretch cotton jersey with short sleeves, a gathered seam at one side and an asymmetric hem."
660712,Kaj tapered,272,Trousers,Garment Lower body,1009,Trousers,"Ankle-length trousers in woven fabric with a high, elasticated waist, detachable tie belt, zip fly with a concealed hook-and-eye fastening, side pockets and tapered legs with creases."
660726,Bonus(1),258,Blouse,Garment Upper body,1010,Blouses,Straight-cut blouse in a slightly stretchy weave with a V-neck and short cap sleeves.
660795,Kira top,253,Vest top,Garment Upper body,1005,Jersey Fancy,"Short, sleeveless top in viscose jersey with a deep, rib-trimmed neckline, ribbing around the armholes and an overlocked hem with ties at the front."
660927,Libre Bottoms SW.,59,Swimwear bottom,Swimwear,1018,Swimwear,Fully lined bikini bottoms with a high cut at the back.
661054,Trey Retro Runner,94,Sneakers,Shoes,1020,Shoes,"Mesh trainers with imitation leather and imitation suede details, a padded edge and tongue, and lacing at the front. Recycled mesh linings and insoles and chunky EVA (ethylene-vinyl acetate) and rubber soles."
661095,Gordon Coat PI,263,Coat,Garment Upper body,1007,Outdoor,"Coat in a felted wool blend with notch lapels and buttons down the front. Welt front pockets with a flap, a fake welt chest pocket, decorative buttons at the cuffs, and a single back vent. Lined."
661128,SNOOD MALTE LATE.,80,Scarf,Accessories,1019,Accessories,Twisted tube scarf in a soft knit.
661147,SPEED Ace,252,Sweater,Garment Upper body,1003,Knitwear,
661162,Teddy,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a fine knit containing some wool with a ribbed polo neck, long sleeves with decorative buttons at the cuffs and ribbing at the cuffs and hem."
661166,Lasse Fluff Sweater,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft, fine-knit wool blend with ribbing around the neckline, cuffs and hem."
661300,Jamie,274,Shorts,Garment Lower body,1002,Jersey Basic,Shorts in soft jersey made from a modal blend with a matt silk finish. Smocking and a drawstring at the waist and pockets in the side seams.
661306,Enter treggings,272,Trousers,Garment Lower body,1009,Trousers,"Treggings in stretch twill with a high, elasticated waist and slim legs."
661310,Rudy dress,265,Dress,Garment Full body,1002,Jersey Basic,"Knee-length dress in soft jersey with short sleeves, a seam at the waist and a softly draping, gently flared skirt. Unlined."
661399,KARIN PADDED bra,306,Bra,Underwear,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with a mesh racer back, lightly padded cups with removable inserts and a wide elasticated hem. Extra firm support."
661408,JULIANNE ls conscious,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Long-sleeved, fitted running top in fast-drying functional fabric with ventilating mesh sections and a gently rounded hem. Slightly longer at the back. The polyester content of the top is partly recycled."
661417,BAE top with inner bra,253,Vest top,Garment Upper body,1005,Jersey Fancy,"Sports vest top in fast-drying functional fabric with an integral sports bra. Vest top with deep armholes and an opening at the back. Sports bra with a double layer of fabric at the front, a racer back and an elasticated hem."
661435,Shaping Bootcut,272,Trousers,Garment Lower body,1016,Trousers Denim,"Shaping. 5-pocket bootcut jeans in washed denim with technical stretch that holds in and shapes the tummy, thighs and seat while keeping the jeans in shape. Regular waist with a zip fly and button."
661488,ES DRAGONFLY DRESS,265,Dress,Garment Full body,1005,Jersey Fancy,"Sleeveless dress in soft, patterned cotton jersey with a gathered seam at the waist and flared skirt."
661493,Frenchy Hipster Lo(Petunia) 3p,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Hipster briefs in cotton jersey and lace with a low waist, lined gusset, wide sides and cutaway coverage at the back."
661516,Halloween bat mask,78,Other accessories,Accessories,1019,Accessories,Glittery fancy dress mask in the shape of a bat with an elastic strap at the back.
661610,CS Bacardi waist tie,272,Trousers,Garment Lower body,1009,Trousers,"Ankle-length trousers in a textured, striped weave with a high paper bag waist with pleats and a detachable tie belt. Zip fly, side pockets, fake welt back pockets and straight-cut legs that taper to hem with sewn-in turn-ups."
661644,SCARLETT scarf scrunchie,74,Hair/alice band,Accessories,1019,Accessories,Elasticated satin scrunchie with a scarf detail.
661783,Fab fur biker,262,Jacket,Garment Upper body,1007,Outdoor,"Jacket in soft faux fur with a collar, diagonal zip down the front and welt side pockets. Lined."
661794,Flamingo,263,Coat,Garment Upper body,1007,Outdoor,Short coat in a woven wool blend with a high stand-up collar with press-studs and a concealed zip down the front. Zipped side pockets. Lined.
661799,Tersk,261,Outdoor Waistcoat,Garment Upper body,1007,Outdoor,"Fitted coat in a soft wool blend with notch lapels and a detachable tie belt at the waist. Adjustable tab with a concealed press-stud at the cuffs, pockets in the side seams and a single back vent. Lined."
661806,Lavender Top or Loved up,258,Blouse,Garment Upper body,1013,Dresses Ladies,"Blouse in airy satin with a lace yoke, sewn in wrapover at the front and a V-neck with a concealed button. Long sleeves with elasticated cuffs and an elasticated seam at the waist."
661809,Pauline Top,258,Blouse,Garment Upper body,1013,Dresses Ladies,"Blouse in a viscose weave with a sheen. Small frilled collar, short, wide raglan sleeves and short slits in the sides."
661810,Shirley Top,258,Blouse,Garment Upper body,1013,Dresses Ladies,"Blouse in an airy weave with a V-neck, sewn-in wrapover at the front, tie belt at the waist and long sleeves with elastication at the cuffs."
661867,Josie PJ,297,Pyjama set,Nightwear,1017,"Under-, Nightwear",Pyjamas in soft cotton jersey. Top with short sleeves and a print motif on the front. Bottoms with an elasticated waist and tapered legs with ribbed hems.
661914,Trucker Jacket Pile,262,Jacket,Garment Upper body,1016,Trousers Denim,"Long, warm-lined jacket in washed denim with a collar, buttons down the front, flap chest pockets with a button and side pockets. Long sleeves with buttoned cuffs, and an adjustable tab and button at the sides of the hem. Pile lining."
662075,Nikki,264,Blazer,Garment Upper body,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No buttons. Lined."
662257,Selma sport dress J,265,Dress,Garment Full body,1013,Dresses Ladies,"Long-sleeved dress in a short, fitted style."
662264,MOO paperbag,272,Trousers,Garment Lower body,1009,Trousers,"Paper bag trousers in woven fabric with a decorative, studded belt at the waist, pleats at the top and wide, tapered legs."
662321,Darwin,258,Blouse,Garment Upper body,1010,Blouses,Straight-cut top in woven fabric in a double layer with a wide flounce at the top.
662328,Survivor,258,Blouse,Garment Upper body,1010,Blouses,"Straight-cut blouse in a crêpe weave with a collar, concealed buttons down the front and fake flap front pockets. Yoke with a pleat at the back, long sleeves with pleats and buttoned cuffs, and a straight cut hem with slits in the sides."
662331,Maya Knitted Hat,76,Hat/brim,Accessories,1019,Accessories,Braided hat with an imitation suede band. Width of brim 8 cm.
662344,Lily blouse,258,Blouse,Garment Upper body,1010,Blouses,"Long-sleeved blouse in satin with a small stand-up collar and concealed buttons down the front. Wide cuffs with a slit and button, and a rounded hem."
662369,MAX CHECKS AND STRIPES 3PK,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
662418,Noora jumpsuit,272,Trousers,Garment Lower body,1009,Trousers,"Ankle-length jumpsuit in a crêpe weave with notch lapels, a sewn-in wrapover at the top with a concealed press-stud, shoulder pads and long sleeves with concealed press-studs at the cuffs. Detachable tie belt at the waist, side pockets and straight, wide legs with creases. Lined at the top."
662476,Tyrion cropped praka,308,Hoodie,Garment Upper body,1007,Outdoor,"Short, padded jacket in woven fabric with a zip and wind flap with concealed press-studs down the front and hood with a detachable faux fur trim. Flap side pockets with a press-stud, a concealed drawstring at the waist, and elastication and a tab and press-stud at the hem. Quilted lining. Polyester filling."
662574,Sofi Dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Sleeveless, ankle-length dress in soft jersey with a V-neck at the back, ties at the back of the neck and slits in the sides."
662589,Scarlett Hipster,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Hipster briefs in cotton jersey and lace with a low waist, lined gusset, wide sides and full coverage at the back."
662592,Beatrice Body,254,Top,Garment Upper body,1002,Jersey Basic,"Body in ribbed jersey with a low-cut back, long sleeves and concealed press-studs at the crotch."
662593,Haze Polo,254,Top,Garment Upper body,1002,Jersey Basic,"Fitted, polo-neck jersey top with long sleeves."
662644,Reindeer wool coat,263,Coat,Garment Upper body,1007,Outdoor,"Coat in woven fabric containing some wool with notch lapels and an additional, detachable faux fur collar. Concealed press-studs at the front and welt side pockets. Lined."
662658,Lauren velvet blazer,264,Blazer,Garment Upper body,1007,Outdoor,"Straight-cut jacket in crushed velvet with notch lapels, patch front pockets and no fasteners. Unlined."
662696,Straight 1,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, button fly and straight legs."
662722,Fur friends fancy,155,Soft Toys,Accessories,1019,Accessories,Velour bracelet with a snap-on strap and soft toy head with embroidered details and appliqués. Size 3.5x20 cm.
662741,Vanja,245,Cardigan,Garment Upper body,1003,Knitwear,"Long-sleeved bolero in a fine, fluffy knit with a button at the neck."
662843,DIV Lea jumpsuit.,272,Trousers,Garment Lower body,1001,Unknown,"Sleeveless jersey jumpsuit with a deep neckline at the back, elasticated seam at the waist, side pockets and tapered legs."
662857,Cindererlla,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft, fine knit with dropped shoulders, long sleeves and wide ribbing around the neckline, cuffs and hem."
662866,Squad goals,252,Sweater,Garment Upper body,1003,Knitwear,"Wide jumper in a soft, fine knit with a V-neck, dropped shoulders, straight hem with slits in the sides and ribbing around the cuffs and hem. Longer at the back."
662868,Daisy,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft knit containing some wool with a wide, ribbed polo neck, low dropped shoulders and ribbing at the cuffs and hem. Slightly longer at the back."
662888,Miranda,252,Sweater,Garment Upper body,1003,Knitwear,"Off-the-shoulder jumper in a soft, fine knit containing some wool with a double-layered trim at the top, long, wide sleeves and ribbing at the cuffs and hem."
662909,Alice,245,Cardigan,Garment Upper body,1003,Knitwear,"Cardigan in a soft knit containing some mohair and wool with dropped shoulders, long sleeves and ribbing at the cuffs and hem. No buttons."
662917,Silver,252,Sweater,Garment Upper body,1003,Knitwear,"Fine-knit jumper in a relaxed fit with a draped polo neck, dropped shoulders, long sleeves and ribbing at the cuffs and hem."
662948,Osman,252,Sweater,Garment Upper body,1003,Knitwear,"Shorter polo-neck jumper in a rib knit containing some wool with dropped shoulders, long sleeves and roll-edges around the neck, cuffs and hem."
662980,Jafar,252,Sweater,Garment Upper body,1003,Knitwear,"Long jumper in a soft knit containing some wool with a wide, ribbed polo neck and low dropped shoulders. Long, wide sleeves with ribbed cuffs and ribbing at the hem with slits in the sides. Slightly longer at the back."
663003,Seattle,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in soft, rib-knit chenille with hole-knit sections at the front and down the sleeves. Dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
663007,ED Matey v-neck,252,Sweater,Garment Upper body,1003,Knitwear,"Wide, V-neck jumper in a soft, fine knit with dropped shoulders, long sleeves and ribbing at the cuffs and hem."
663009,ED Bama jumper,252,Sweater,Garment Upper body,1003,Knitwear,Jumper in a soft knit with dropped shoulders and wide sleeves.
663010,Maria tank 2-pack (J),255,T-shirt,Garment Upper body,1005,Jersey Fancy,Sleeveless nursing tops in organic cotton jersey with a wrapover at the top and practical inner top for easier nursing access.
663016,Whisper,252,Sweater,Garment Upper body,1003,Knitwear,"Wide polo-neck jumper in a soft rib knit containing some wool with low dropped shoulders and long, wide sleeves with ribbed cuffs. Slightly longer at the back."
663133,RELAXED SKINNY,272,Trousers,Garment Lower body,1016,Trousers Denim,"Relaxed-fit jeans in washed stretch denim with an adjustable, elasticated waist, zip fly and button, fake front pockets, real back pockets and narrow hems."
663139,Lindgren jumpsuit,272,Trousers,Garment Lower body,1009,Trousers,"V-neck jumpsuit in a patterned crêpe weave with narrow adjustable shoulder straps and a cut-out section and ties at the back. Elasticated seam at the waist, pleats at the front and side pockets."
663140,Tully wool coat,263,Coat,Garment Upper body,1007,Outdoor,"Coat in a felted wool blend with narrow notch lapels, concealed buttons at the front, and welt side pockets. Lined."
663176,Bunny fur jacket,262,Jacket,Garment Upper body,1007,Outdoor,"Short jacket in soft faux fur with long sleeves, concealed hook-and-eye fasteners at the front and pockets in the side seams. Lined."
663233,Wilma Dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Short, fitted jersey dress with a V-neck and draping at the front. Partly lined."
663236,Artic,252,Sweater,Garment Upper body,1003,Knitwear,"Polo-neck jumper in a soft knit containing some wool in a relaxed fit with dropped shoulders and long sleeves. Visible seam front and back, ribbing at the cuffs and hem, and slits in the sides. Slightly longer at the back."
663282,Jen Bermuda Shorts,274,Shorts,Garment Lower body,1016,Trousers Denim,"5-pocket shorts in washed, stretch denim with a regular waist, zip fly and button, and sewn-in turn-ups at the hems. The cotton content of the shorts is partly recycled."
663312,LOVE Shopper bag,66,Bag,Accessories,1023,Special Offers,Fabric bag with a print motif on the front and two handles at the top. Size 34x40 cm.
663382,Winston chelsea boot,87,Boots,Shoes,1020,Shoes,"Chelsea boots with elastic gores in the sides, a loop at the back and a decorative welt seam around the soles. Canvas linings and insoles and thermoplastic rubber (TPR) soles. Heel approx. 3 cm."
663396,Manhattan blouse,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in airy crêpe with a small stand-up collar with ties at the front, a yoke with a pleat at the back and concealed buttons down the front. Long sleeves with buttoned cuffs and a gently rounded hem. Unlined."
663465,Emma Long John LL PJ (J),297,Pyjama set,Nightwear,1017,"Under-, Nightwear",Jersey pyjamas. Long-sleeved top with ribbed cuffs. Leggings with an elasticated waist and ribbed hems.
663466,Sanna Top,258,Blouse,Garment Upper body,1013,Dresses Ladies,"Long-sleeved top in lace with a contrasting colour lining in a crêpe weave. Round neckline, an opening with a concealed button at the back of the neck and a rounded hem."
663472,Dolphine dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Calf-length dress in an airy, patterned weave with an opening and narrow ties at the top, 3/4-length sleeves with narrow elastication and a frill at the cuffs, a smocked seam at the waist and a flared skirt. Jersey inner dress."
663477,Pricken Shorts,274,Shorts,Garment Lower body,1009,Trousers,"High-waisted shorts in a patterned viscose weave with a sheen. Pleats at the top, a concealed zip at the back, side pockets and short, wide legs."
663515,Doris Twill TRS,272,Trousers,Garment Lower body,1009,Trousers,"High-waisted trousers in stretch cotton twill with a zip fly, back pockets and slim legs with raw-edge hems."
663518,Lily Thong (Malva) 3pk,286,Underwear bottom,Underwear,1017,"Under-, Nightwear",
663519,Lily Hipster (Poppy) 3pk,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Hipster briefs in cotton jersey with lace trims, a low waist, lined gusset, wide sides and cutaway coverage at the back."
663521,BALTIC NEPS CREW,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Long-sleeved top in lightweight, nepped sweatshirt fabric with embroidery, gently dropped shoulders and ribbing around the neckline, cuffs and hem."
663554,PIAZZA MICRO CABLE R-NECK,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a cable-knit cotton blend with long sleeves and ribbing around the neckline, cuffs and hem."
663568,Enna,275,Skirt,Garment Lower body,1012,Skirts,Short skirt in woven fabric with a high waist and zip at the back.
663579,Elsa Dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Short, fitted, cold shoulder dress in jersey crêpe with narrow, adjustable shoulder straps, layered at the top with short sleeves, and a seam at the waist."
663581,Ramos shorts,274,Shorts,Garment Lower body,1005,Jersey Fancy,"Sports shorts in fast-drying, breathable functional fabric with elastication and a concealed drawstring at the waist and side pockets. Unlined."
663588,Moshimoshi,252,Sweater,Garment Upper body,1003,Knitwear,"Oversized jumper in a soft, rib-knit wool blend with a stand-up collar and low dropped shoulders."
663679,Stork dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Short wrap dress in woven fabric with a small stand-up collar, V-neck and an opening with covered buttons at the back of the neck. Elasticated seam at the waist and long trumpet sleeves. Lined."
663695,Atlanta Brazilian Azalea High,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Brazilian briefs in lace with a high waist, lined gusset and half-string back."
663713,Atlanta Push Body Harlow,283,Underwear body,Underwear,1017,"Under-, Nightwear","Lace push-up body with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps, an opening with a hook-and-eye fastening at the back and a lined gusset with concealed press-studs."
663714,Uma headband,78,Other accessories,Accessories,1019,Accessories,"Soft, double-layered hairband with a decorative wrapover detail at the front."
663792,Aguilera top,259,Shirt,Garment Upper body,1010,Blouses,"Round-necked blouse in an airy weave with beaded embroidery at the front and down the sleeves. Opening with a button at the back of the neck, and 3/4-length sleeves with flounces at the cuffs. Unlined."
663825,CS DT Ginger Top,253,Vest top,Garment Upper body,1010,Blouses,"Sleeveless top in a cotton weave with broderie anglaise, a lace trim and tie-top spaghetti straps. Smocking at the back,a seam at the waist and a gently flared peplum."
663830,Agnes blouse,258,Blouse,Garment Upper body,1014,Dresses/Skirts girls,Airy chiffon blouse with a slightly wider neckline and 3/4-length sleeves with flounced cuffs. Partly lined.
663942,Nevada,265,Dress,Garment Full body,1013,Dresses Ladies,Short dress in a viscose weave with a round neckline that has an opening and a concealed button at the back of the neck. Long sleeves with a drawstring and a flounce at the cuffs. Unlined.
663944,Serrano,265,Dress,Garment Full body,1013,Dresses Ladies,"Knee-length shirt dress in a checked viscose weave with a collar, gathered yoke at the back, buttons down the front and long sleeves with buttoned cuffs. Rounded hem. Unlined."
663965,Portobello,265,Dress,Garment Full body,1013,Dresses Ladies,"Long-sleeved dress in a crêpe weave with a round neckline, an opening and button at the back of the neck and a smocked seam at the waist. Unlined."
663970,Pomme tunic,265,Dress,Garment Full body,1013,Dresses Ladies,"Short dress in woven fabric with a V-shaped opening at the front, buttons down the front, a gathered yoke at the back and long sleeves with buttoned cuffs."
663986,J Bamboo,265,Dress,Garment Full body,1013,Dresses Ladies,"Short, fitted dress in velour with a small stand-up collar, concealed zip at the back and long sleeves."
664074,Charlie Top,254,Top,Garment Upper body,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.
664116,Annie Glove (new test),71,Gloves,Accessories,1019,Accessories,"Gloves in a soft, fine knit with a bow on the shaft."
664122,&DENIM Shaping bootcut,272,Trousers,Garment Lower body,1016,Trousers Denim,"Shaping. 5-pocket bootcut jeans in washed denim with technical stretch that holds in and shapes the tummy, thighs and seat while keeping the jeans in shape. Regular waist with a zip fly and button."
664133,Ashley Denim TRS,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket jeans in washed stretch denim with a high waist, zip fly and button and slim legs."
664204,Rumija skirt.,275,Skirt,Garment Lower body,1025,Shorts,"Short skirt in an airy, patterned viscose weave with an elasticated drawstring waist and gently rounded hem with slits in the sides."
664209,Adina Jsy Pull- on TRS,272,Trousers,Garment Lower body,1009,Trousers,"Trousers with a high, elasticated waist and straight, wide legs."
664309,Cool David Waterbottle,78,Other accessories,Accessories,1019,Accessories,Water bottle in patterned plastic with a screw top and wrist strap. Capacity 550 ml.
664317,Lindsey Suede Glove,71,Gloves,Accessories,1019,Accessories,Leather gloves with suede uppers and a decorative bow at the top. Knitted lining.
664319,Tiblisi paperwaist tapered,272,Trousers,Garment Lower body,1009,Trousers,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs."
664368,Dolly thong(Malva) micro 3pk,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Thong briefs in microfibre with a lace trim at the top. Low waist, lined gusset, narrow sides and a string back."
664377,SET T+DENIM,272,Trousers,Garment Lower body,1016,Trousers Denim,"Set with a printed jersey T-shirt and pair of stretch denim jeans. Slim-fit jeans with an adjustable elasticated waist, zip fly and press-stud, front and back pockets, and narrow hems."
664390,Adita top,253,Vest top,Garment Upper body,1005,Jersey Fancy,"Wide-fitting, sleeveless top in slub cotton jersey with wide shoulder straps, a gathered seam at the top and woven fabric edges with broderie anglaise at the hem."
664405,Virgo Hip belt,67,Belt,Accessories,1019,Accessories,Belt with a metal buckle. Width 2.5 cm.
664461,Jennifer fancy (1),264,Blazer,Garment Upper body,1008,Dressed,"Straight-cut, pattern-weave jacket with notch lapels and welt front pockets with a flap. No buttons. Lined."
664485,Milk,265,Dress,Garment Full body,1013,Dresses Ladies,"Short, straight-cut dress in woven fabric with a round neckline that has a small opening and concealed button at the back of the neck. Long sleeves and cuffs with two buttons. Unlined."
664618,Peter Pan 3p Socks,302,Socks,Socks & Tights,1021,Socks and Tights,Fine-knit socks in a soft cotton blend with elasticated tops.
664647,Bruce Skinny Denim Trs,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and skinny legs."
664746,Bonnie tank,253,Vest top,Garment Upper body,1002,Jersey Basic,Fitted vest top in stretch cotton jersey.
664776,BRISSIE JOGGER,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Joggers in soft jersey made from a cotton blend with an elasticated drawstring waist, pockets in the side seams and ribbed hems."
664779,MAGIC CREWNECK,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Long-sleeved top in soft, patterned sweatshirt fabric with ribbing around the neckline, cuffs and hem. Brushed inside."
664929,Blossom (1),265,Dress,Garment Full body,1013,Dresses Ladies,"Short lace dress with a V-neck, zip at the back, long sleeves, seam at the waist and flared skirt. Partly lined."
664936,Faith Dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Calf-length dress in airy chiffon with a small, frilled collar and an opening with a button at the back of the neck. Long sleeves with smocked, frilled cuffs, a smocked seam at the waist and a gently flared skirt. Sewn in jersey underdress."
664949,Eiffel,258,Blouse,Garment Upper body,1010,Blouses,"Round-necked blouse in an airy crinkled weave with short, flounced sleeves. Opening and concealed button at the back of the neck, and a gathered yoke at the front."
665044,Jodi shirt dress w,265,Dress,Garment Full body,1013,Dresses Ladies,Sleeveless shirt dress in a viscose weave with a collar and buttons down the front. Detachable tie belt at the waist and a gently rounded hem.
665082,Cool Bree Bandana 2,78,Other accessories,Accessories,1019,Accessories,Scarf in a patterned weave that can also be tied as a hairband. Size 55x55 cm.
665089,Carla culotte,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Wide, high-waisted, calf-length trousers in sturdy jersey with concealed elastication at the waist and straight legs."
665095,Kalinda trs,273,Leggings/Tights,Garment Lower body,1005,Jersey Fancy,"High-waisted, ankle-length trousers in stretch jersey with concealed elastication at the waist, a visible zip at the back and slim legs."
665182,Pride Printed Tee 9.99,255,T-shirt,Garment Upper body,1005,Jersey Fancy,T-shirt in cotton jersey with a motif.
665192,Knoxville Half Zip,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Top in sweatshirt fabric with a stand-up collar, zip at the top, kangaroo pocket and ribbing at the cuffs and hem."
665201,RA shorts conscious,274,Shorts,Garment Lower body,1005,Jersey Fancy,"Short sports shorts in fast-drying functional fabric with an elasticated drawstring waist, mesh key pocket in the waistband and short slits at the hems. The polyester content of the shorts is partly recycled."
665212,Jens,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft cable knit containing some wool with long raglan sleeves and ribbing around the neckline, cuffs and hem."
665264,W VERDE SKIRT EQ,275,Skirt,Garment Lower body,1001,Unknown,"Calf-length skirt in an airy, patterned weave with an elasticated waist and flounces at the sides. Concealed zip and a hook-and-eye fastening at the side, and a seam above the hem. Lined."
665270,W MACRO SKIRT EQ,275,Skirt,Garment Lower body,1001,Unknown,Calf-length skirt in an airy weave with a concealed zip in one side and an asymmetric hem with two flounces. Jersey lining.
665300,W ED TEQUILA SHORTS EQ,274,Shorts,Garment Lower body,1001,Unknown,"Short 5-pocket shorts in stretch cotton twill with a regular waist, zip fly and button, and sewn-in turn-ups at the hems."
665330,W CSP PALERMO BLOUSE EQ,258,Blouse,Garment Upper body,1001,Unknown,"Blouse in an airy cotton weave with hole-embroidered sections, a round neckline and an opening with a button at the back of the neck. Yoke with gathers front and back, a frill over the shoulders, and long, wide sleeves with buttoned cuffs."
665477,Mini Flare H.W Bronx,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket, slim-fit jeans in stretch denim with a high waist, zip fly and button, and flared hems. The jeans are made partly from organic cotton."
665481,Swift Dress(1),265,Dress,Garment Full body,1005,Jersey Fancy,"Knee-length dress in jersey crêpe with a V-neck and sewn-in wrapover at the top. Seam with a sewn-in tie belt at the waist, long, slightly wider cuffed sleeves and a flared skirt. Lined at the front of the bodice."
665497,Structure Mix 3p socks,302,Socks,Socks & Tights,1021,Socks and Tights,Socks in a soft knit.
665509,Honey Cardigan,245,Cardigan,Garment Upper body,1003,Knitwear,"Cardigan in a soft, rib knit with buttons down the front and ribbing at the cuffs and hem."
665538,Goldie Cross Bag,66,Bag,Accessories,1019,Accessories,Small bag in grained imitation leather with a metal chain shoulder strap and zip at the top. Lined. Size approx. 4.5x14x19.5 cm.
665644,W CAPRI BLOUSE EQ,258,Blouse,Garment Upper body,1001,Unknown,"Long-sleeved blouse in woven fabric with a V-shaped opening at the top and a collar with ties at the front. Pleat at the back, cuffs with a covered button, and a straight-cut hem with slits in the sides. Longer at the back."
665648,W COLOSSEO BLOUSE EQ,258,Blouse,Garment Upper body,1001,Unknown,"Blouse in a cotton weave with a small, frilled collar, concealed buttons down the front, short puff sleeves and a gently rounded hem with slits in the sides. Slightly longer at the back."
665652,W LILY TOP EQ,258,Blouse,Garment Upper body,1001,Unknown,"Cold shoulder blouse in a cotton weave with broderie anglaise, smocking at the top, narrow shoulder straps and wide sleeves."
665654,Brittany Suede PU,275,Skirt,Garment Lower body,1012,Skirts,Short skirt in imitation suede and imitation leather with decorative zips at the front and a visible zip at the back. Lined.
665666,COBALT slim straight selvedge,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket slim-fit jeans in washed denim with stretch. Regular waist, zip fly and gently tapered legs. The jeans are made from selvedge denim, a high-quality denim woven on traditional shuttle looms with a distinctive red/white selvedge that stops the fabric from unravelling."
665703,Rita Tweed,275,Skirt,Garment Lower body,1012,Skirts,Short skirt in a textured weave with a concealed zip at the back and a raw-edge hem. Lined.
665811,Clementine ( PQ ),254,Top,Garment Upper body,1003,Knitwear,"Jumper knitted in a soft wool blend with a ribbed polo neck, low dropped shoulders, long sleeves and ribbing at the cuffs and hem."
665851,Benny Slipper,93,Slippers,Shoes,1021,Socks and Tights,"Soft, cable-knit slippers with a decorative bow and pompoms at the front. Faux fur linings and insoles. Soft soles with anti-slip protectors."
665875,Anytime Dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Calf-length dress in a crêpe weave with a V-neck at the back and short, wide sleeves. Concealed zip in one side, a seam at the waist with pleats and a tie belt, and a straight-cut skirt with slits in the sides. Unlined."
665963,Cardamom thong,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Lace thong briefs with a low waist, lined gusset, narrow sides and string back."
666006,Milla pile,262,Jacket,Garment Upper body,1007,Outdoor,"Short coat in soft pile with narrow notch lapels, concealed press-studs down the front and side pockets. Lined."
666040,50 cent padded wire bralette,306,Bra,Underwear,1017,"Under-, Nightwear","Lace bra with underwired, moulded, lightly padded cups that shape the bust and provide good support. Adjustable shoulder straps, a wide hem, side support and a wide hook-and-eye fastening at the back."
666046,Cappucino soft bra,306,Bra,Underwear,1017,"Under-, Nightwear","Soft, non-wired bra in lace with mesh-lined, triangular cups that give the bust a natural shape and provide light support. Narrow adjustable shoulder straps and a racer back. Front fastening."
